Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Temperature Differential,Mechanical Power,Type_H,Type_L,Type_M,failure_probability,anomaly_score,unified_risk_score,risk_band,actual_failure
0.2476812891347267,-0.1392936107609688,-1.2400309627705053,2.278477775666705,0.7124100927303308,-0.700758492015675,2.3980778914267185,0.0,1.0,0.0,0.020026766768956764,0.4420908863367388,0.1888524145960696,Low,0
1.8503101946672644,1.618247853496533,-0.1168201884469199,0.0100960551465851,0.4294269377232481,-1.3008835186308545,0.0665716402609631,0.0,1.0,0.0,0.0012038489692639488,0.24880415071402226,0.10024396966716728,Low,0
1.2493243550925663,0.9422703672436388,0.1907256188083474,-0.2408311263268794,1.592802130530144,-1.10084184309248,-0.1357237411397933,0.0,1.0,0.0,0.055185358627904794,0.22595255014336285,0.12349223523408803,Low,0
-2.206344222461969,-2.5052148126460985,-0.143563302121291,-0.4214986969877743,-0.7496695414729302,0.6995332367530007,-0.5886391447123777,1.0,0.0,0.0,0.001189257045893461,0.8059837551793634,0.32310705629928144,Medium,0
0.2476812891347267,-0.0040981135103977,-1.1531158433287991,2.0476247687111173,-0.0893755131230703,-0.5007168164773008,2.170615068645596,1.0,0.0,0.0,0.01319583599730618,0.7549679491912722,0.3099046812748926,Medium,0
0.6483385155178683,0.063499635114907,-0.5045953367253005,0.4115795455041285,1.2626551163552142,-1.2008626808616387,0.410894559882242,1.0,0.0,0.0,0.0019206145739106596,0.5772910795442615,0.232068800562051,Low,0
1.199242201794663,-0.0040981135103977,-0.6984829108644909,0.662506726977593,-0.0893755131230703,-2.4011127340919405,0.6361697663804987,0.0,1.0,0.0,0.00944450656028463,0.34737745652427454,0.14461768654588059,Low,0
-0.3533045504399714,-0.4772823538874159,-0.3976228820278162,0.6022842034239615,-1.032652696480013,-0.000612627631337,0.7558382895297396,0.0,0.0,1.0,0.0013259787942259103,0.25391616089743846,0.10236205163551093,Low,0
0.347845595730505,1.5506501048712666,0.3979847497847233,-0.3713132606930814,-0.2308670906266117,1.5997207766757695,-0.2245488455260976,0.0,1.0,0.0,0.0012038489692639488,0.2604486803892787,0.10490178153726987,Low,0
-0.5536331636315563,-1.220857588765615,2.4672331703391857,-2.5092128468469994,-1.3942422834335078,-0.700758492015675,-2.3882195988099446,0.0,1.0,0.0,0.0009419322551874047,0.6785161821656766,0.2719716322193831,Medium,0
-0.503551010333653,-0.9504665942644344,0.377927414528945,-0.1404602537374936,0.2564927874411419,-0.4006959787080853,0.1244055139733236,0.0,1.0,0.0,0.001189257045893461,0.06804173063676178,0.027930246482240788,Low,0
0.2476812891347267,1.0774658644942483,-1.10631539439865,1.3048803115496623,-0.3566373817408708,1.099616587829806,1.2169129105897722,0.0,1.0,0.0,0.005994635791430159,0.2642263065114023,0.109287304079419,Low,0
0.4480099023262832,0.5366838754919253,-0.0767055179353633,-0.5118324823182214,-0.5452928184122593,-0.1006334654004957,-0.6880771443088033,0.0,0.0,1.0,0.0013978828550958537,0.20974336625552084,0.08473607621526585,Low,0
-0.9542903900146694,-1.085662091515044,-0.6316251266785632,0.6725438142365319,-0.0736542267337879,0.2994498856761957,0.6962405270127259,0.0,1.0,0.0,0.0016959057239025034,0.0830237453175397,0.034227041561357384,Low,0
-2.2564263757598724,-2.7756058071472793,0.4180420850405016,-0.2809794753626336,1.4041466938587557,0.3994707234454111,-0.0725390762490702,1.0,0.0,0.0,0.0018972898650567922,0.8471400353774907,0.3399943880700304,Medium,0
2.000556654560946,2.023834345248285,0.0703816072736776,0.5922471161650227,-0.6867843959158006,-1.000821005323265,1.057955981495534,0.0,1.0,0.0,0.0014226659236806392,0.41605187198326177,0.1672743483475131,Low,0
2.000556654560946,2.226627591124161,-0.0767055179353633,-0.3311649116573265,0.1464437827161653,-0.700758492015675,-0.4186455929298036,0.0,1.0,0.0,0.0012038489692639488,0.36976350226115184,0.14862771028601912,Low,0
1.8503101946672644,1.4154546076206955,-1.1196869512358354,1.184435264442399,-0.2780309497944588,-1.600946031938387,1.0452934277861483,0.0,1.0,0.0,0.8670852120065874,0.39681610820784213,0.6789775704870893,High,1
-1.4050297696957144,-1.085662091515044,0.9796474722022944,-1.3649848993280012,0.6023610880053543,1.1996374255989646,-1.549357441477216,0.0,1.0,0.0,0.001189257045893461,0.3346886577837031,0.13458901734101733,Low,0
-0.6537974702273347,-1.085662091515044,-0.5981962345855993,0.3212457601736814,0.382263078555401,-0.3006751409389267,0.2222569990583018,0.0,0.0,1.0,0.0015210988855598915,0.23305901026172013,0.09413626343602399,Low,0
-0.1529759372484148,0.1986951323654782,-0.2371641999815897,0.3112086729147427,-0.1050967995123527,0.5995123989838421,0.4374021625890489,0.0,1.0,0.0,0.0013033490265304283,0.028617980248232835,0.012229201515211391,Low,0
-0.5536331636315563,0.1310973837401734,2.4672331703391857,-2.730028766543647,0.5394759424482247,1.29965826336818,-2.733157169627817,0.0,1.0,0.0,0.9797096473621945,0.6664886790192964,0.8544212600250353,Critical,1
-0.7539617768231129,-1.423650834641491,-1.8083221283508903,1.4253253586569257,0.5237546560589423,-0.6007376542465164,0.8175251270556173,1.0,0.0,0.0,0.004464835448046338,0.7535901962127831,0.3041149797539411,Medium,0
1.149160048496788,0.4690861268666205,0.0904389425294559,-0.030052293889169,0.5237546560589423,-1.600946031938444,0.1282092071498392,0.0,0.0,1.0,0.005281205586125481,0.3360874130374387,0.13760368856665078,Low,0
-0.5536331636315563,0.063499635114907,2.4672331703391857,-2.208100229078842,-0.7339482550836478,1.1996374255990214,-2.1712317134553407,0.0,1.0,0.0,0.0012296655063114168,0.5770668544399994,0.2315645410797866,Low,0
0.3979277490284083,0.6042816241171917,-0.056648182679585,0.1706894512896026,0.1150012099376005,0.0994082101378215,0.3421028965007486,0.0,0.0,1.0,0.0013978828550958537,0.19586568946709026,0.07918500549989363,Low,0
-2.106179915866191,-2.437617064020832,-1.1664874001659848,0.8030259486027331,-0.1365393722909174,0.5995123989837853,0.5017988851500083,0.0,1.0,0.0,0.004298764052378189,0.5076092547342618,0.20562296032513164,Low,0
-0.0528116306526365,0.8746726186183724,-0.1769921942142548,0.0703185787002168,-1.3785209970442254,1.3996791011373957,0.1199317401335876,0.0,1.0,0.0,0.0012842961522475948,0.17733000300673854,0.07170257889404398,Low,0
-0.3533045504399714,-0.5448801025127208,1.6348537572243858,-1.5858008190246498,0.2722140738304243,-0.1006334654005525,-1.6792151323583673,0.0,1.0,0.0,0.001189257045893461,0.3181797205476684,0.12798544244660345,Low,0
1.900392347965168,1.8210410993724089,-0.1569348589584765,-0.1504973409964323,1.1368848252409551,-1.10084184309248,-0.1947401101401897,0.0,0.0,1.0,0.0013336273779407145,0.508140317547232,0.20405630344565723,Low,0
-0.8040439301210163,-1.423650834641491,1.133420375829928,-1.1843173286671065,0.1936076418840124,-0.5007168164773008,-1.1879868814534178,1.0,0.0,0.0,0.001189257045893461,0.6933690602415608,0.2780611783241604,Medium,0
-0.3533045504399714,-0.9504665942644344,-0.725226024538862,0.8933597339331802,-0.3880799545194355,-0.700758492015675,0.9400907636605476,0.0,1.0,0.0,0.0016959057239025034,0.13006438530957617,0.05304329755817198,Low,0
-1.6554405361851745,-1.558846331892062,-0.0432766258423994,-0.3211278243983885,-0.4038012409087179,0.9995957500605904,-0.3855455789921965,0.0,1.0,0.0,0.001189257045893461,0.21742701156930327,0.0876843588552574,Low,0
0.6984206688157432,0.2662928809907446,-0.3976228820278162,-0.2508682135858182,1.341261548301626,-1.000821005323265,-0.4762725299667578,0.0,1.0,0.0,0.0016885169892672074,0.13291178183242255,0.05417782292652935,Low,0
-1.4050297696957144,-0.815271097013863,-0.3040219841675174,0.7929888613437944,0.5551972288375071,1.5997207766757695,1.0973330745871326,0.0,0.0,1.0,0.0013259787942259103,0.40408825688947053,0.16243089003232378,Low,0
-0.1028937839505114,-0.5448801025127208,0.9863332506208872,-1.023723932524089,1.4827531258051674,-0.6007376542465164,-0.984558275401626,0.0,0.0,1.0,0.004427253196267863,0.4380261715760735,0.17786682054819014,Low,0
1.649981581475708,0.9422703672436388,0.8058172333188823,-0.9434272344525804,-0.906882405365754,-1.9010085452460337,-0.9336912697612776,1.0,0.0,0.0,0.004853608356625806,0.7842242759366749,0.3166018753886455,Medium,0
0.0473526759431701,0.3338906296160494,0.6453585512726558,-1.0839464560777208,-0.199424517848047,0.3994707234454111,-1.2305172953131118,0.0,1.0,0.0,0.0012296655063114168,0.14379851187271037,0.058257204052871,Low,0
0.54817420892209,1.1450636131195149,-0.8188269223991608,0.6323954652007769,0.4294269377232481,0.5995123989837853,0.5118895116079147,0.0,1.0,0.0,0.0019410271658534658,0.1292159804867779,0.052851008494223244,Low,0
